x,y,s
33,36,X
32,68,X
33,37,X
32,69,X
33,38,X
32,70,X
33,39,X
32,71,X
33,40,X
32,72,X
33,41,X
32,73,X
33,42,X
32,74,X
33,43,X
32,75,X
33,44,X
32,76,X
33,45,X
32,77,X
33,46,X
32,78,X
33,47,X
32,79,X
33,48,X
32,80,X
33,49,X
32,81,X
33,50,X
32,82,X
33,51,X
32,83,X
33,52,X
32,84,X
33,53,X
32,85,X
33,54,X
32,86,X
33,55,X
32,87,X
33,56,X
32,88,X
33,57,X
32,89,X
33,58,X
32,90,X
33,59,X
33,60,X
33,61,X
33,62,X
33,63,X
33,64,X
33,65,X
33,66,X
34,35,X
33,67,X
34,36,X
33,68,X
34,37,X
33,69,X
34,38,X
33,70,X
34,39,X
33,71,X
34,40,X
33,72,X
34,41,X
33,73,X
34,42,X
33,74,X
34,43,X
33,75,X
34,44,X
33,76,X
34,45,X
33,77,X
34,46,X
33,78,X
34,47,X
33,79,X
34,48,X
33,80,X
34,49,X
33,81,X
34,50,X
33,82,X
34,51,X
33,83,X
34,52,X
33,84,X
34,53,X
33,85,X
34,54,X
33,86,X
34,55,X
33,87,X
34,56,X
33,88,X
34,57,X
33,89,X
34,58,X
33,90,X
34,59,X
34,60,X
34,61,X
34,62,X
34,63,X
34,64,X
34,65,X
34,66,X
34,67,X
35,36,X
34,68,X
35,37,X
34,69,X
35,38,X
34,70,X
35,39,X
34,71,X
35,40,X
34,72,X
35,41,X
34,73,X
35,42,X
34,74,X
35,43,X
34,75,X
35,44,X
34,76,X
35,45,X
34,77,X
35,46,X
34,78,X
35,47,X
34,79,X
35,48,X
34,80,X
35,49,X
34,81,X
35,50,X
34,82,X
35,51,X
34,83,X
35,52,X
34,84,X
35,53,X
34,85,X
35,54,X
34,86,X
35,55,X
34,87,X
35,56,X
34,88,X
35,57,X
34,89,X
35,58,X
34,90,X
35,59,X
35,60,X
35,61,X
35,62,X
35,63,X
35,64,X
35,65,X
35,66,X
35,67,X
35,68,X
36,37,X
35,69,X
36,38,X
35,70,X
36,39,X
35,71,X
36,40,X
35,72,X
36,41,X
35,73,X
36,42,X
35,74,X
36,43,X
35,75,X
36,44,X
35,76,X
36,45,X
35,77,X
36,46,X
35,78,X
36,47,X
35,79,X
36,48,X
35,80,X
36,49,X
35,81,X
36,50,X
35,82,X
36,51,X
35,83,X
36,52,X
35,84,X
36,53,X
35,85,X
36,54,X
35,86,X
36,55,X
35,87,X
36,56,X
35,88,X
36,57,X
35,89,X
36,58,X
35,90,X
36,59,X
36,60,X
36,61,X
36,62,X
36,63,X
36,64,X
36,65,X
36,66,X
36,67,X
36,68,X
36,69,X
37,38,X
36,70,X
37,39,X
36,71,X
37,40,X
36,72,X
37,41,X
36,73,X
37,42,X
36,74,X
37,43,X
36,75,X
37,44,X
36,76,X
37,45,X
36,77,X
37,46,X
36,78,X
37,47,X
36,79,X
37,48,X
36,80,X
37,49,X
36,81,X
37,50,X
36,82,X
37,51,X
36,83,X
37,52,X
36,84,X
37,53,X
36,85,X
37,54,X
36,86,X
37,55,X
36,87,X
37,56,X
36,88,X
37,57,X
36,89,X
37,58,X
36,90,X
37,59,X
37,60,X
37,61,X
37,62,X
37,63,X
37,64,X
37,65,X
37,66,X
37,67,X
37,68,X
37,69,X
37,70,X
38,39,X
37,71,X
38,40,X
37,72,X
38,41,X
37,73,X
38,42,X
37,74,X
38,43,X
37,75,X
38,44,X
37,76,X
38,45,X
37,77,X
38,46,X
37,78,X
38,47,X
37,79,X
38,48,X
37,80,X
38,49,X
37,81,X
38,50,X
37,82,X
38,51,X
37,83,X
38,52,X
37,84,X
38,53,X
37,85,X
38,54,X
37,86,X
38,55,X
37,87,X
38,56,X
37,88,X
38,57,X
37,89,X
38,58,X
37,90,X
38,59,X
38,60,X
38,61,X
38,62,X
38,63,X
38,64,X
38,65,X
38,66,X
38,67,X
38,68,X
38,69,X
38,70,X
38,71,X
39,40,X
38,72,X
39,41,X
38,73,X
39,42,X
38,74,X
39,43,X
38,75,X
39,44,X
38,76,X
39,45,X
38,77,X
39,46,X
38,78,X
39,47,X
38,79,X
39,48,X
38,80,X
39,49,X
38,81,X
39,50,X
38,82,X
39,51,X
38,83,X
39,52,X
38,84,X
39,53,X
38,85,X
39,54,X
38,86,X
39,55,X
38,87,X
39,56,X
38,88,X
39,57,X
38,89,X
39,58,X
38,90,X
39,59,X
39,60,X
39,61,X
39,62,X
39,63,X
39,64,X
39,65,X
39,66,X
39,67,X
39,68,X
39,69,X
39,70,X
39,71,X
39,72,X
40,41,X
39,73,X
40,42,X
39,74,X
40,43,X
39,75,X
40,44,X
39,76,X
40,45,X
39,77,X
40,46,X
39,78,X
40,47,X
39,79,X
40,48,X
39,80,X
40,49,X
39,81,X
40,50,X
39,82,X
40,51,X
39,83,X
40,52,X
39,84,X
40,53,X
39,85,X
40,54,X
39,86,X
40,55,X
39,87,X
40,56,X
39,88,X
40,57,X
39,89,X
40,58,X
39,90,X
40,59,X
40,60,X
40,61,X
40,62,X
40,63,X
40,64,X
40,65,X
40,66,X
40,67,X
40,68,X
40,69,X
40,70,X
40,71,X
40,72,X
40,73,X
41,42,X
40,74,X
41,43,X
40,75,X
41,44,X
40,76,X
41,45,X
40,77,X
41,46,X
40,78,X
41,47,X
40,79,X
41,48,X
40,80,X
41,49,X
40,81,X
41,50,X
40,82,X
41,51,X
40,83,X
41,52,X
40,84,X
41,53,X
40,85,X
41,54,X
40,86,X
41,55,X
40,87,X
41,56,X
40,88,X
41,57,X
40,89,X
41,58,X
40,90,X
41,59,X
41,60,X
41,61,X
41,62,X
41,63,X
41,64,X
41,65,X
41,66,X
41,67,X
41,68,X
41,69,X
41,70,X
41,71,X
41,72,X
41,73,X
41,74,X
42,43,X
41,75,X
42,44,X
41,76,X
42,45,X
41,77,X
42,46,X
41,78,X
42,47,X
41,79,X
42,48,X
41,80,X
42,49,X
41,81,X
42,50,X
41,82,X
42,51,X
41,83,X
42,52,X
41,84,X
42,53,X
41,85,X
42,54,X
41,86,X
42,55,X
41,87,X
42,56,X
41,88,X
42,57,X
41,89,X
42,58,X
41,90,X
42,59,X
42,60,X
42,61,X
42,62,X
42,63,X
42,64,X
42,65,X
42,66,X
42,67,X
42,68,X
42,69,X
42,70,X
42,71,X
42,72,X
42,73,X
42,74,X
42,75,X
43,44,X
42,76,X
43,45,X
42,77,X
43,46,X
42,78,X
43,47,X
42,79,X
43,48,X
42,80,X
43,49,X
42,81,X
43,50,X
42,82,X
43,51,X
42,83,X
43,52,X
42,84,X
43,53,X
42,85,X
43,54,X
42,86,X
43,55,X
42,87,X
43,56,X
42,88,X
43,57,X
42,89,X
43,58,X
42,90,X
43,59,X
43,60,X
43,61,X
43,62,X
43,63,X
43,64,X
43,65,X
43,66,X
43,67,X
43,68,X
43,69,X
43,70,X
43,71,X
43,72,X
43,73,X
43,74,X
43,75,X
43,76,X
44,45,X
43,77,X
44,46,X
43,78,X
44,47,X
43,79,X
44,48,X
43,80,X
44,49,X
43,81,X
44,50,X
43,82,X
44,51,X
43,83,X
44,52,X
43,84,X
44,53,X
43,85,X
44,54,X
43,86,X
44,55,X
43,87,X
44,56,X
43,88,X
44,57,X
43,89,X
44,58,X
43,90,X
44,59,X
44,60,X
44,61,X
44,62,X
44,63,X
44,64,X
44,65,X
44,66,X
44,67,X
44,68,X
44,69,X
44,70,X
44,71,X
44,72,X
44,73,X
44,74,X
44,75,X
44,76,X
44,77,X
45,46,X
44,78,X
45,47,X
44,79,X
45,48,X
44,80,X
45,49,X
44,81,X
45,50,X
44,82,X
45,51,X
44,83,X
45,52,X
44,84,X
45,53,X
44,85,X
45,54,X
44,86,X
45,55,X
44,87,X
45,56,X
44,88,X
45,57,X
44,89,X
45,58,X
44,90,X
45,59,X
45,60,X
45,61,X
45,62,X
45,63,X
45,64,X
45,65,X
45,66,X
45,67,X
45,68,X
45,69,X
45,70,X
45,71,X
45,72,X
45,73,X
45,74,X
45,75,X
45,76,X
45,77,X
45,78,X
46,47,X
45,79,X
46,48,X
45,80,X
46,49,X
45,81,X
46,50,X
45,82,X
46,51,X
45,83,X
46,52,X
45,84,X
46,53,X
45,85,X
46,54,X
45,86,X
46,55,X
45,87,X
46,56,X
45,88,X
46,57,X
45,89,X
46,58,X
45,90,X
46,59,X
46,60,X
46,61,X
46,62,X
46,63,X
46,64,X
46,65,X
46,66,X
46,67,X
46,68,X
46,69,X
46,70,X
46,71,X
46,72,X
46,73,X
46,74,X
46,75,X
46,76,X
46,77,X
46,78,X
46,79,X
47,48,X
46,80,X
47,49,X
46,81,X
47,50,X
46,82,X
47,51,X
46,83,X
47,52,X
46,84,X
47,53,X
46,85,X
47,54,X
46,86,X
47,55,X
46,87,X
47,56,X
46,88,X
47,57,X
46,89,X
47,58,X
46,90,X
47,59,X
47,60,X
47,61,X
47,62,X
47,63,X
47,64,X
47,65,X
47,66,X
47,67,X
47,68,X
47,69,X
47,70,X
47,71,X
47,72,X
47,73,X
47,74,X
47,75,X
47,76,X
47,77,X
47,78,X
47,79,X
47,80,X
48,49,X
47,81,X
48,50,X
47,82,X
48,51,X
47,83,X
48,52,X
47,84,X
48,53,X
47,85,X
48,54,X
47,86,X
48,55,X
47,87,X
48,56,X
47,88,X
48,57,X
47,89,X
48,58,X
47,90,X
48,59,X
48,60,X
48,61,X
48,62,X
48,63,X
48,64,X
48,65,X
48,66,X
48,67,X
48,68,X
48,69,X
48,70,X
48,71,X
48,72,X
48,73,X
48,74,X
48,75,X
48,76,X
48,77,X
48,78,X
48,79,X
48,80,X
48,81,X
49,50,X
48,82,X
49,51,X
48,83,X
49,52,X
48,84,X
49,53,X
48,85,X
49,54,X
48,86,X
49,55,X
48,87,X
49,56,X
48,88,X
49,57,X
48,89,X
49,58,X
48,90,X
49,59,X
49,60,X
49,61,X
49,62,X
49,63,X
49,64,X
49,65,X
49,66,X
49,67,X
49,68,X
49,69,X
49,70,X
49,71,X
49,72,X
49,73,X
49,74,X
49,75,X
49,76,X
49,77,X
49,78,X
49,79,X
49,80,X
49,81,X
49,82,X
50,51,X
49,83,X
50,52,X
49,84,X
50,53,X
49,85,X
50,54,X
49,86,X
50,55,X
49,87,X
50,56,X
49,88,X
50,57,X
49,89,X
50,58,X
49,90,X
50,59,X
50,60,X
50,61,X
50,62,X
50,63,X
50,64,X
50,65,X
50,66,X
50,67,X
50,68,X
50,69,X
50,70,X
50,71,X
50,72,X
50,73,X
50,74,X
50,75,X
50,76,X
50,77,X
50,78,X
50,79,X
50,80,X
50,81,X
50,82,X
50,83,X
51,52,X
50,84,X
51,53,X
50,85,X
51,54,X
50,86,X
51,55,X
50,87,X
51,56,X
50,88,X
51,57,X
50,89,X
51,58,X
50,90,X
51,59,X
51,60,X
51,61,X
51,62,X
51,63,X
51,64,X
51,65,X
51,66,X
51,67,X
51,68,X
51,69,X
51,70,X
51,71,X
51,72,X
51,73,X
51,74,X
51,75,X
51,76,X
51,77,X
51,78,X
51,79,X
51,80,X
51,81,X
51,82,X
51,83,X
51,84,X
52,53,X
51,85,X
52,54,X
51,86,X
52,55,X
51,87,X
52,56,X
51,88,X
52,57,X
51,89,X
52,58,X
51,90,X
52,59,X
52,60,X
52,61,X
52,62,X
52,63,X
52,64,X
52,65,X
52,66,X
52,67,X
52,68,X
52,69,X
52,70,X
52,71,X
52,72,X
52,73,X
52,74,X
52,75,X
52,76,X
52,77,X
52,78,X
52,79,X
52,80,X
52,81,X
52,82,X
52,83,X
52,84,X
52,85,X
53,54,X
52,86,X
53,55,X
52,87,X
53,56,X
52,88,X
53,57,X
52,89,X
53,58,X
52,90,X
53,59,X
53,60,X
53,61,X
53,62,X
53,63,X
53,64,X
53,65,X
53,66,X
53,67,X
53,68,X
53,69,X
53,70,X
53,71,X
53,72,X
53,73,X
53,74,X
53,75,X
53,76,X
53,77,X
53,78,X
53,79,X
53,80,X
53,81,X
53,82,X
53,83,X
53,84,X
53,85,X
53,86,X
54,55,X
53,87,X
54,56,X
53,88,X
54,57,X
53,89,X
54,58,X
53,90,X
54,59,X
54,60,X
54,61,X
54,62,X
54,63,X
54,64,X
54,65,X
54,66,X
54,67,X
54,68,X
54,69,X
54,70,X
54,71,X
54,72,X
54,73,X
54,74,X
54,75,X
54,76,X
54,77,X
54,78,X
54,79,X
54,80,X
54,81,X
54,82,X
54,83,X
54,84,X
54,85,X
54,86,X
54,87,X
55,56,X
54,88,X
55,57,X
54,89,X
55,58,X
54,90,X
55,59,X
55,60,X
55,61,X
55,62,X
55,63,X
55,64,X
55,65,X
55,66,X
55,67,X
55,68,X
55,69,X
55,70,X
55,71,X
55,72,X
55,73,X
55,74,X
55,75,X
55,76,X
55,77,X
55,78,X
55,79,X
55,80,X
55,81,X
55,82,X
55,83,X
55,84,X
55,85,X
55,86,X
55,87,X
55,88,X
56,57,X
55,89,X
56,58,X
55,90,X
56,59,X
56,60,X
56,61,X
56,62,X
56,63,X
56,64,X
56,65,X
56,66,X
56,67,X
56,68,X
56,69,X
56,70,X
56,71,X
56,72,X
56,73,X
56,74,X
56,75,X
56,76,X
56,77,X
56,78,X
56,79,X
56,80,X
56,81,X
56,82,X
56,83,X
56,84,X
56,85,X
56,86,X
56,87,X
56,88,X
56,89,X
57,58,X
56,90,X
57,59,X
57,60,X
57,61,X
57,62,X
57,63,X
57,64,X
57,65,X
57,66,X
57,67,X
57,68,X
57,69,X
57,70,X
57,71,X
57,72,X
57,73,X
57,74,X
57,75,X
57,76,X
57,77,X
57,78,X
57,79,X
57,80,X
57,81,X
57,82,X
57,83,X
57,84,X
57,85,X
57,86,X
57,87,X
57,88,X
57,89,X
57,90,X
58,59,X
58,60,X
58,61,X
58,62,X
58,63,X
58,64,X
58,65,X
58,66,X
58,67,X
58,68,X
58,69,X
58,70,X
58,71,X
58,72,X
58,73,X
58,74,X
58,75,X
58,76,X
58,77,X
58,78,X
58,79,X
58,80,X
58,81,X
58,82,X
58,83,X
58,84,X
58,85,X
58,86,X
58,87,X
58,88,X
58,89,X
58,90,X
59,60,X
59,61,X
59,62,X
59,63,X
59,64,X
59,65,X
59,66,X
59,67,X
59,68,X
59,69,X
59,70,X
59,71,X
59,72,X
59,73,X
59,74,X
59,75,X
59,76,X
59,77,X
59,78,X
59,79,X
59,80,X
59,81,X
59,82,X
59,83,X
59,84,X
59,85,X
59,86,X
59,87,X
59,88,X
59,89,X
59,90,X
60,61,X
60,62,X
60,63,X
60,64,X
60,65,X
60,66,X
60,67,X
60,68,X
60,69,X
60,70,X
60,71,X
60,72,X
60,73,X
60,74,X
60,75,X
60,76,X
60,77,X
60,78,X
60,79,X
60,80,X
60,81,X
60,82,X
60,83,X
60,84,X
60,85,X
60,86,X
60,87,X
60,88,X
60,89,X
60,90,X
61,62,X
61,63,X
61,64,X
61,65,X
61,66,X
61,67,X
61,68,X
61,69,X
61,70,X
61,71,X
61,72,X
61,73,X
61,74,X
61,75,X
61,76,X
61,77,X
61,78,X
61,79,X
61,80,X
61,81,X
61,82,X
61,83,X
61,84,X
61,85,X
61,86,X
61,87,X
61,88,X
61,89,X
61,90,X
62,63,X
62,64,X
62,65,X
62,66,X
62,67,X
62,68,X
62,69,X
62,70,X
62,71,X
62,72,X
62,73,X
62,74,X
62,75,X
62,76,X
62,77,X
62,78,X
62,79,X
62,80,X
62,81,X
62,82,X
62,83,X
62,84,X
62,85,X
62,86,X
62,87,X
62,88,X
62,89,X
62,90,X
63,64,X
63,65,X
63,66,X
63,67,X
63,68,X
63,69,X
63,70,X
63,71,X
63,72,X
63,73,X
63,74,X
63,75,X
63,76,X
63,77,X
63,78,X
63,79,X
63,80,X
63,81,X
63,82,X
63,83,X
63,84,X
63,85,X
63,86,X
63,87,X
63,88,X
63,89,X
63,90,X
64,65,X
64,66,X
64,67,X
64,68,X
64,69,X
64,70,X
64,71,X
64,72,X
64,73,X
64,74,X
64,75,X
64,76,X
64,77,X
64,78,X
64,79,X
64,80,X
64,81,X
64,82,X
64,83,X
64,84,X
64,85,X
64,86,X
64,87,X
64,88,X
64,89,X
64,90,X
65,66,X
65,67,X
65,68,X
65,69,X
65,70,X
65,71,X
65,72,X
65,73,X
65,74,X
65,75,X
65,76,X
65,77,X
65,78,X
65,79,X
65,80,X
65,81,X
65,82,X
65,83,X
65,84,X
65,85,X
65,86,X
65,87,X
65,88,X
65,89,X
65,90,X
66,67,X
66,68,X
66,69,X
66,70,X
66,71,X
66,72,X
66,73,X
66,74,X
66,75,X
66,76,X
66,77,X
66,78,X
66,79,X
66,80,X
66,81,X
66,82,X
66,83,X
66,84,X
66,85,X
66,86,X
66,87,X
66,88,X
66,89,X
66,90,X
67,68,X
67,69,X
67,70,X
67,71,X
67,72,X
67,73,X
67,74,X
67,75,X
67,76,X
67,77,X
67,78,X
67,79,X
67,80,X
67,81,X
67,82,X
67,83,X
67,84,X
67,85,X
67,86,X
67,87,X
67,88,X
67,89,X
67,90,X
68,69,X
68,70,X
68,71,X
68,72,X
68,73,X
68,74,X
68,75,X
68,76,X
68,77,X
68,78,X
68,79,X
68,80,X
68,81,X
68,82,X
68,83,X
68,84,X
68,85,X
68,86,X
68,87,X
68,88,X
68,89,X
68,90,X
69,70,X
69,71,X
69,72,X
69,73,X
69,74,X
69,75,X
69,76,X
69,77,X
69,78,X
69,79,X
69,80,X
69,81,X
69,82,X
69,83,X
69,84,X
69,85,X
69,86,X
69,87,X
69,88,X
69,89,X
69,90,X
70,71,X
70,72,X
70,73,X
70,74,X
70,75,X
70,76,X
70,77,X
70,78,X
70,79,X
70,80,X
70,81,X
70,82,X
70,83,X
70,84,X
70,85,X
70,86,X
70,87,X
70,88,X
70,89,X
70,90,X
71,72,X
71,73,X
71,74,X
71,75,X
71,76,X
71,77,X
71,78,X
71,79,X
71,80,X
71,81,X
71,82,X
71,83,X
71,84,X
71,85,X
71,86,X
71,87,X
71,88,X
71,89,X
71,90,X
72,73,X
72,74,X
72,75,X
72,76,X
72,77,X
72,78,X
72,79,X
72,80,X
72,81,X
72,82,X
72,83,X
72,84,X
72,85,X
72,86,X
72,87,X
72,88,X
72,89,X
72,90,X
73,74,X
73,75,X
73,76,X
73,77,X
73,78,X
73,79,X
73,80,X
73,81,X
73,82,X
73,83,X
73,84,X
73,85,X
73,86,X
73,87,X
73,88,X
73,89,X
73,90,X
74,75,X
74,76,X
74,77,X
74,78,X
74,79,X
74,80,X
74,81,X
74,82,X
74,83,X
74,84,X
74,85,X
74,86,X
74,87,X
74,88,X
74,89,X
74,90,X
75,76,X
75,77,X
75,78,X
75,79,X
75,80,X
75,81,X
75,82,X
75,83,X
75,84,X
75,85,X
75,86,X
75,87,X
75,88,X
75,89,X
75,90,X
76,77,X
76,78,X
76,79,X
76,80,X
76,81,X
76,82,X
76,83,X
76,84,X
76,85,X
76,86,X
76,87,X
76,88,X
76,89,X
76,90,X
77,78,X
77,79,X
77,80,X
77,81,X
77,82,X
77,83,X
77,84,X
77,85,X
77,86,X
77,87,X
77,88,X
77,89,X
77,90,X
78,79,X
78,80,X
78,81,X
78,82,X
78,83,X
78,84,X
78,85,X
78,86,X
78,87,X
78,88,X
78,89,X
78,90,X
79,80,X
79,81,X
79,82,X
79,83,X
79,84,X
79,85,X
79,86,X
79,87,X
79,88,X
79,89,X
79,90,X
80,81,X
80,82,X
80,83,X
80,84,X
80,85,X
80,86,X
80,87,X
80,88,X
80,89,X
80,90,X
81,82,X
81,83,X
81,84,X
81,85,X
81,86,X
81,87,X
81,88,X
81,89,X
81,90,X
82,83,X
82,84,X
82,85,X
82,86,X
82,87,X
82,88,X
82,89,X
82,90,X
83,84,X
83,85,X
83,86,X
83,87,X
83,88,X
83,89,X
83,90,X
84,85,X
84,86,X
84,87,X
84,88,X
84,89,X
84,90,X
85,86,X
85,87,X
85,88,X
85,89,X
85,90,X
86,87,X
86,88,X
86,89,X
86,90,X
87,88,X
87,89,X
87,90,X
88,89,X
88,90,X
89,90,X
